0,18
0,243
0,7706
0,2229
0,1037
0,12598
0,7983
0,1553
0,1310
0,288
0,1743
0,929
0,1575
0,1030
0,4505
0,3496
0,7463
0,16550
0,17909
0,10202
0,1258
0,1996
0,1969
0,661
0,3175
0,1448
0,3721
0,5149
0,3617
0,3998
0,8124
0,2889
0,2814
0,29111
0,10723
0,2575
0,9445
0,9256
0,2904
0,18187
0,2053
0,7984
0,10360
0,9001
0,3681
0,1502
0,4041
0,17644
0,8619
0,5632
0,9
0,461
0,141
0,293
0,851
0,218
0,2029
0,1865
0,2743
0,412
0,2602
0,9524
0,1432
0,24498
0,11869
0,807
0,4313
0,15726
0,24781
0,3105
0,3481
0,1298
0,2225
0,11403
0,4548
0,1160
1,2434
1,10237
1,812
1,3086
1,9561
1,9750
1,17096
1,8041
1,425
1,17247
1,1762
1,1808
1,1075
1,26351
1,6432
1,526
1,10112
1,1671
1,2403
1,6377
1,4700
1,947
1,71
1,15521
1,2851
1,1772
1,2508
1,6674
1,5500
1,464
1,3997
1,1481
1,18
1,4381
1,6081
1,6153
1,802
1,1553
1,17243
1,7502
1,3219
1,11915
1,19938
2,8686
2,6012
2,1041
2,626
2,2519
2,5874
2,9094
2,2017
2,200
2,127
2,181
2,1210
2,15095
2,8831
2,26
2,815
2,17770
2,288
2,20878
2,2589
2,402
2,4292
2,849
2,3642
2,521
2,363
2,5860
2,2457
2,392
2,6749
2,9627
2,431
2,208
2,6026
2,984
2,7765
2,824
2,7828
3,1027
3,2077
3,1738
3,901
3,198
3,1732
3,4609
3,12066
3,567
3,2924
3,345
3,5001
3,2809
3,2671
3,1019
3,1532
3,1119
3,3754
3,2485
3,15315
3,2937
3,4720
3,1261
3,406
3,4824
3,4536
3,188
3,15580
3,432
3,7345
3,571
3,3482
3,467
3,8837
3,3728
3,18518
3,11590
4,3657
4,9141
4,1313
4,12508
4,16389
4,23257
4,12775
4,18209
4,2866
4,1146
4,4156
4,12791
4,950
4,5674
4,7615
4,18212
4,69
4,9332
4,15773
4,4303
4,157
4,13187
4,1770
4,858
4,834
4,6819
4,13929
4,1307
4,3009
4,1805
4,24229
4,266
4,1028
4,6517
4,2104
4,2561
5,3744
5,19395
5,988
5,465
5,17539
5,2112
5,7755
5,4374
5,20459
5,3458
5,3316
5,21018
5,8481
5,4371
5,24519
5,26526
5,10447
5,1710
5,1969
5,1813
5,7873
5,365
5,24139
5,1911
5,5916
5,13651
5,20153
5,20867
5,476
5,1595
5,25
5,18820
5,15041
5,1474
5,8828
6,1169
6,17397
6,4464
6,11839
6,2971
6,1483
6,7027
6,15136
6,4309
6,66
6,322
6,738
6,3231
6,1303
6,1090
6,2578
6,11986
6,13018
6,11492
6,5884
6,27141
6,7034
6,5119
6,260
6,14478
6,12873
6,17543
6,7093
6,13420
6,599
6,13089
6,13371
6,158
6,15566
6,5415
7,23
7,89
7,3040
7,2523
7,1019
7,20294
7,5777
7,5190
7,26
7,626
7,4720
7,2328
